"x","y","pop","wealth","dist.orig","preval","incid"
0.28,0,1582.98834180483,0.2,0.750599760191808,0.659839956103007,1044.51895796807
0.29,0,1638.04100412777,0.2,0.751065909225016,0.660033670468183,1081.16221633184
0.3,0,1692.32676874856,0.2,0.751664818918645,0.66028247672459,1117.41371029662
0.31,0,1745.64370507668,0.2,0.752396172239067,0.660586184356466,1153.14811438249
0.32,0,1797.78809051438,0.2,0.753259583410659,0.660944561380259,1188.23826093968
0.33,0,1848.55569682288,0.2,0.754254598925323,0.661357334858662,1222.55586898858
0.34,0,1897.74312715564,0.2,0.75538069872085,0.66182419150152,1255.97231080735
0.35,0,1945.14919402591,0.2,0.756637297521078,0.662344778350399,1288.35941177555
0.36,0,1990.57632793161,0.2,0.758023746329889,0.662918703543263,1319.59027861633
0.37,0,2033.83200585593,0.2,0.75953933407033,0.663545537155294,1349.5401508093
0.38,0,2074.73018834952,0.2,0.761183289359403,0.664224812111603,1378.08726953873
0.39,0,2113.09275332262,0.2,0.762954782408499,0.664956025167277,1405.11375805919
0.4,0,2148.75091396655,0.2,0.764852927038918,0.66573863794996,1430.50650675782
0.41,0,2181.54660731484,0.2,0.766876782801514,0.666572078059997,1454.15805542259
0.42,0,2211.33383878347,0.2,0.769025357189215,0.667455740222983,1475.96746424535
0.43,0,2237.97996655729,0.2,0.771297607930946,0.668388987489477,1495.84116386896
0.44,0,2261.36690791018,0.2,0.773692445355388,0.669371152476557,1513.69377332019
0.45,0,2281.3922475085,0.2,0.776208734813001,0.670401538645881,1529.44887298448
0.46,0,2297.9702255676,0.2,0.77884529914483,0.671479421612925,1543.03971794785
0.47,0,2311.03258160798,0.2,0.781600921186765,0.672604050482131,1554.4098751857
0.48,0,2320.52922777745,0.20014326532108,0.784474346298207,0.67373429643918,1563.42012664319
0.49,0,2326.42872463732,0.200804990639385,0.787464284904401,0.6747651452272,1569.79301624063
0.5,0,2328.71853238897,0.201061965845774,0.790569415042095,0.675955381212415,1574.1098232974
0.51,0,2327.4050122097,0.200914545890409,0.793788384898645,0.677301810548339,1576.35562864891
0.52,0,2322.51315612298,0.200365739162118,0.797119815335185,0.678800269613618,1576.52255655745
0.53,0,2314.08603001901,0.2,0.800562302385017,0.680288441494449,1574.24597884571
0.54,0,2302.18392328372,0.2,0.804114419718985,0.68171732735351,1569.4386712572
0.55,0,2286.88320997983,0.2,0.807774721070176,0.683186162354358,1562.36696397874
0.56,0,2268.27494035167,0.2,0.811541742610939,0.684694018917081,1553.07428491829
0.57,0,2246.46319696171,0.2,0.815414005275848,0.686239956668916,1541.61280694132
0.58,0,2221.56326602842,0.2,0.81939001702486,0.687823023761586,1528.04236311733
0.59,0,2193.69969022628,0.2,0.823468275041607,0.689442258165359,1512.42926816625
0.6,0,2163.00428279783,0.2,0.827647267862342,0.691096688937359,1494.84509799891
0.61,0,2129.61419267765,0.2,0.831925477431723,0.692785337461911,1475.36548713786
0.62,0,2093.67011486834,0.2,0.836301381082203,0.694507218660964,1454.06900827079
0.63,0,2055.31473822781,0.2,0.840773453434396,0.696261342172897,1431.03619822623
0.64,0,2014.69151327861,0.2,0.845340168216322,0.698046713498241,1406.34878955693
0.65,0,1971.94380542387,0.2,0.85,0.699862335111096,1380.08919637181
0.66,0,1927.2144746073,0.2,0.854751425854324,0.701707207535232,1352.34028729817
0.67,0,1880.64589235569,0.2,0.859592926913664,0.703580330384078,1323.18545827907
0.68,0,1832.38037342835,0.2,0.864522989862039,0.705480703363994,1292.70899467661
0.69,0,1782.5609647239,0.2,0.869540108333135,0.707407327240406,1260.99668769841
0.7,0,1731.33250179349,0.2,0.874642784226795,0.709359204766557,1228.13664665872
0.71,0,1678.84281647138,0.2,0.879829528942965,0.711335341574762,1194.220228305
0.72,0,1625.24396065927,0.2,0.885098864534352,0.713334747030232,1159.34298953929
0.73,0,1570.69330344413,0.2,0.89044932477935,0.715356435047627,1123.60556210497
0.74,0,1515.35436280846,0.2,0.895879456177001,0.717399424870631,1087.11434835399
0.75,0,1459.39724937996,0.2,0.901387818865997,0.719462741814941,1049.98194643609
0.76,0,1402.99862692187,0.2,0.906972987469858,0.721545417975156,1012.32723068091
0.77,0,1346.34113038984,0.2,0.912633551870629,0.723646492896134,974.275037248424
0.78,0,1289.61222423894,0.2,0.918368117913509,0.72576501420944,935.955434249442
0.79,0,1233.00252749768,0.2,0.924175308044962,0.727900038235591,897.502586910141
0.8,0,1176.70367396222,0.2,0.930053761886914,0.730050630552836,859.053259149957
0.81,0,1120.90581194561,0.2,0.936002136749698,0.732215866533256,820.745020395918
0.82,0,1065.79487520274,0.2,0.942019108086455,0.734394831847006,782.714248157917
0.83,0,1011.54977274524,0.2,0.948103369891701,0.73658662293554,745.094031037629
0.84,0,958.339649212566,0.2,0.954253635046784,0.738790347454685,708.012082421352
0.85,0,906.321359447003,0.2,0.960468635614927,0.741005124688444,671.588771964827
0.86,0,855.637282242243,0.2,0.966747123088556,0.743230085934415,635.935370809592
0.87,0,806.413571147894,0.2,0.973087868591527,0.745464374861703,601.152588695758
0.88,0,758.758907610054,0.2,0.979489663038871,0.747707147842232,567.329458709001
0.89,0,712.763786796976,0.2,0.985951317256587,0.749957574256326,534.542600564013
0.9,0,668.500332326491,0.2,0.99247166206396,0.752214836773444,502.855868363964
0.91,0,626.02260552974,0.2,0.999049548320803,0.754478131608923,472.320365765028
0.92,0,585.367349987464,0.2,1.00568384694197,0.756746668757593,442.974792102473
0.93,0,546.555094228429,0.2,1.01237344888139,0.759019672205095,414.846068463287
0.94,0,509.591525239851,0.2,1.01911726508778,0.761296380117719,387.950183503766
0.95,0,474.469042599254,0.2,1.02591422643416,0.76357604501157,362.293195028365
0.96,0,441.168406750517,0.2,1.03276328362312,0.765857933901849,337.872324496721
0.97,0,409.660403908152,0.2,1.03966340706981,0.768141328432997,314.677086864406
0.98,0,379.907462717458,0.2,1.04661358676448,0.770425524990469,292.690406411895
0.99,0,351.865172494839,0.2,1.05361283211624,0.772709834794843,271.889679308546
1,0,325.483668100098,0.2,1.06066017177982,0.774993583978975,252.247754467518
0,0.01,339.205456244837,0.2,0.78108898340714,0.672395267033107,228.080143330834
0.01,0.01,366.338828236671,0.2,0.777946013551069,0.67111197696448,245.854375256763
0.02,0.01,395.091913793701,0.2,0.774919350642375,0.669873757215031,264.661704738264
0.03,0.01,425.499762594142,0.2,0.772010362624751,0.668681454454324,284.523800121421
0.04,0.01,457.59197303034,0.2,0.769220384545288,0.667535892574228,305.45906615161
0.05,0.01,491.392065425623,0.2,0.766550715869472,0.66643787124147,327.482282027202
0.06,0.01,526.916856757738,0.2,0.764002617796562,0.665388164459894,350.604240141008
0.07,0.01,564.175843225767,0.2,0.761577310586391,0.664387519147631,374.83138884379
0.08,0.01,603.170597390008,0.2,0.759275970909129,0.663436653734605,400.165482763529
0.09,0.01,643.894186947354,0.2,0.757099729229908,0.66253625678591,426.603244386307
0.1,0.01,686.330622468849,0.2,0.755049667240507,0.661686985656712,454.136040745308
0.11,0.01,730.45434161239,0.2,0.753126815350509,0.660889465184413,482.749579169845
0.12,0.01,776.229737423784,0.2,0.751332150250473,0.660144286423819,512.423626112572
0.13,0.01,823.610738345979,0.2,0.749666592559652,0.659452005431063,543.131753096815
0.14,0.01,872.540447463113,0.2,0.748131004570724,0.658813142101961,574.841113804225
0.15,0.01,922.950848307791,0.2,0.746726188103779,0.658228179070361,607.512256253082
0.16,0.01,974.76258425317,0.2,0.745452882481515,0.657697560671904,641.098973897551
0.17,0.01,1027.88481809404,0.2,0.744311762637136,0.657221691978409,675.548199306684
0.18,0.01,1082.2151778928,0.2,0.743303437365925,0.656800937907809,710.799943858057
0.19,0.01,1137.63979452922,0.2,0.742428447730823,0.656435622414309,746.787286605076
0.2,0.01,1194.03343565061,0.2,0.741687265631546,0.656126027763045,783.436415149696
0.21,0.01,1251.25973987807,0.2,0.741080292545956,0.655872393893151,820.666720975951
0.22,0.01,1309.17155419375,0.2,0.740607858451421,0.655674917872715,858.390951277281
0.23,0.01,1367.61137642334,0.2,0.74027022093287,0.655533753448617,896.515418845822
0.24,0.01,1426.41190365246,0.2,0.740067564483135,0.655449010693757,934.940271090804
0.25,0.01,1485.3966862898,0.2,0.74,0.65542075575364,973.559818722013
0.26,0.01,1544.38088633245,0.2,0.740067564483135,0.655449010693757,1012.26292408095
0.27,0.01,1603.17213721954,0.2,0.74027022093287,0.655533753448617,1050.93344853577
0.28,0.01,1661.5715015013,0.2,0.740607858451421,0.655674917872715,1089.45075778651
0.29,0.01,1719.37452142262,0.2,0.741080292545956,0.655872393893151,1127.69028336434
0.3,0.01,1776.37235644649,0.2,0.741687265631546,0.656126027763045,1165.52413806332
0.31,0.01,1832.35300074133,0.2,0.742428447730823,0.656435622414309,1202.82178252436
0.32,0.01,1887.10257274493,0.2,0.743303437365925,0.656800937907809,1239.45073970711
0.33,0.01,1940.40666810482,0.2,0.744311762637136,0.657221691978409,1275.27735353804
0.34,0.01,1992.05176658305,0.2,0.745452882481515,0.657697560671904,1310.16758761383
0.35,0.01,2041.82668289235,0.2,0.746726188103779,0.658228179070361,1343.98785945751
0.36,0.01,2089.52405087733,0.2,0.748131004570724,0.658813142101961,1376.60590545611
0.37,0.01,2134.9418299303,0.2,0.749666592559652,0.659452005431063,1407.8916712262
0.38,0.01,2177.88482198236,0.2,0.751332150250473,0.660144286423819,1437.71822172081
0.39,0.01,2218.16618676864,0.2,0.753126815350509,0.660889465184413,1465.96266486367
0.4,0.01,2255.60894225336,0.2,0.755049667240507,0.661686985656712,1492.50708181995
0.41,0.01,2290.04743603626,0.2,0.757099729229908,0.66253625678591,1517.23945613363
0.42,0.01,2321.32877217509,0.20023291780325,0.759275970909129,0.663367375144561,1539.89377444534
0.43,0.01,2349.31417610259,0.203376727241124,0.761577310586391,0.663387350105624,1558.50530585028
0.44,0.01,2373.88027818485,0.206145700538378,0.764002617796562,0.66357610925669,1575.25023883909
0.45,0.01,2394.92029401905,0.20852407752302,0.766550715869472,0.66393689381607,1590.07594094808
0.46,0.01,2412.34507693656,0.21049853954397,0.769220384545288,0.664471871782214,1602.93544865665
0.47,0.01,2426.08401559684,0.212058366980635,0.772010362624751,0.665182096933275,1613.78765283101
0.48,0.01,2436.08574735899,0.213195565676506,0.774919350642375,0.666067483565815,1622.59750349395
0.49,0.01,2442.31865673357,0.213904957708601,0.777946013551069,0.667126798297956,1629.33622589003
0.5,0.01,2444.77112815269,0.21418423217151,0.78108898340714,0.668357669973162,1633.98153482979
0.51,0.01,2443.45152409629,0.214033952196763,0.784346862045103,0.669756618315862,1636.51782979747
0.52,0.01,2438.38786380111,0.213457515300402,0.787718223732319,0.671319101502668,1636.93634984197
0.53,0.01,2429.62718478842,0.212461065392063,0.791201617794099,0.673039582225517,1635.23526541376
0.54,0.01,2417.23457953187,0.211053356396565,0.794795571200545,0.674911611149866,1631.41968459902
0.55,0.01,2401.29191274044,0.209245569404711,0.798498591107085,0.676927925940045,1625.50155406799
0.56,0.01,2381.89624060711,0.207051087507934,0.802309167341368,0.679080563277036,1617.49944073893
0.57,0.01,2359.15797123776,0.204485234856222,0.806225774829855,0.681360980585994,1607.43818863982
0.58,0.01,2333.19882418937,0.201564988838092,0.810246875958186,0.683760183585106,1595.34845636828
0.59,0.01,2304.14966510914,0.2,0.814370922860093,0.685823927814281,1580.24097359711
0.6,0.01,2272.14830710289,0.2,0.818596359630313,0.687507373949131,1562.11871583927
0.61,0.01,2237.33738177291,0.2,0.822921624457639,0.689225483561745,1542.0299388432
0.62,0.01,2199.86238803191,0.2,0.827345151674922,0.690977246993125,1520.05485664601
0.63,0.01,2159.870024301,0.2,0.831865373723417,0.692761649576903,1496.27512090647
0.64,0.01,2117.50689855283,0.2,0.836480723029527,0.694577672816672,1470.77301377007
0.65,0.01,2072.91869062459,0.2,0.841189633792524,0.696424295526292,1443.63093880151
0.66,0.01,2026.24981294533,0.2,0.845990543682375,0.698300494932234,1414.93124723607
0.67,0.01,1977.64358088615,0.2,0.850881895447306,0.700205247737234,1384.75641349034
0.68,0.01,1927.24286483062,0.2,0.855862138431185,0.702137531144733,1353.18954702847
0.69,0.01,1875.19115597176,0.2,0.860929730001235,0.704096323843786,1320.3151994241
0.7,0.01,1821.6339404054,0.2,0.866083136886985,0.706080606954272,1286.22039828995
0.71,0.01,1766.72024500995,0.2,0.871320836431679,0.708089364932436,1250.99581630237
0.72,0.01,1710.60419724152,0.2,0.876641317757725,0.71012158643689,1214.73696631075
0.73,0.01,1653.44643194834,0.2,0.882043082847998,0.712176265155388,1177.54530453947
0.74,0.01,1595.41518314391,0.2,0.88752464754507,0.714252400592756,1139.52912450267
0.75,0.01,1536.68691757621,0.2,0.893084542470644,0.716348998820497,1100.80413490627
0.76,0.01,1477.44639867638,0.2,0.898721313867653,0.718465073188663,1061.49363495735
0.77,0.01,1417.88611151595,0.2,0.904433524367601,0.720599645000685,1021.72822860979
0.78,0.01,1358.20502810435,0.2,0.910219753685889,0.722751744151881,981.645052978273
0.79,0.01,1298.60674335512,0.2,0.916078599247903,0.724920409732477,941.386532474352
0.8,0.01,1239.29706072938,0.2,0.92200867674876,0.727104690595962,901.098705898121
0.81,0.01,1180.48114856535,0.2,0.928008620649614,0.729303645893676,860.929205557464
0.82,0.01,1122.36041977785,0.2,0.93407708461347,0.731516345576554,821.02499269566
0.83,0.01,1065.12930640913,0.2,0.940212741883453,0.733741870864946,781.529969997718
0.84,0.01,1008.97210521559,0.2,0.946414285606467,0.73597931468749,742.582598535364
0.85,0.01,954.060061278895,0.2,0.952680429105164,0.738227782089972,704.313643018541
0.86,0.01,900.548835056083,0.2,0.959009906101079,0.740486390615166,666.844156443372
0.87,0.01,848.576466941383,0.2,0.965401470891774,0.742754270654599,630.283794797704
0.88,0.01,798.261915660078,0.2,0.971853898484747,0.745030565773203,594.729526659429
0.89,0.01,749.704206349025,0.2,0.978365984690801,0.747314433007809,560.264773891291
0.9,0.01,702.982184627671,0.2,0.984936546179499,0.749605043140411,526.958990834765
0.91,0.01,658.154837520549,0.2,0.991564420499243,0.751901580947125,494.867662839699
0.92,0.01,615.262113233166,0.2,0.998248466064436,0.754203245423746,464.032682586726
0.93,0.01,574.326151095077,0.2,1.00498756211209,0.756509249988783,434.483045813881
0.94,0.01,535.352821111867,0.2,1.01178060863015,0.758818822664848,406.235797426412
0.95,0.01,498.333469271087,0.2,1.01862652625975,0.761131206239217,379.297154575676
0.96,0.01,463.246769045553,0.2,1.0255242561734,0.763445658404414,353.6637345977
0.97,0.01,430.060589916345,0.2,1.03247275993122,0.765761451879585,329.323821730531
0.98,0.01,398.73380838153,0.2,1.03947101931704,0.768077874513457,306.258616038342
0.99,0.01,369.218003935273,0.2,1.04651803615609,0.770394229369616,284.443419611103
1,0.01,341.459000130549,0.2,1.05361283211624,0.772709834794843,263.848727580089
0,0.02,354.788795606528,0.2,0.771621668954417,0.668521976638979,237.184106928239
0.01,0.02,383.206558654939,0.2,0.768439978137525,0.667215102907809,255.681203467903
0.02,0.02,413.32070637371,0.2,0.765375724726098,0.665954029649298,275.252589947066
0.03,0.02,445.167947560072,0.2,0.762430324685476,0.664739628862685,295.920776242645
0.04,0.02,478.779281682158,0.2,0.759605160593318,0.663572749399315,317.704884301259
0.05,0.02,514.179342426333,0.2,0.75690157880665,0.662454215446362,340.620272885763
0.06,0.02,551.385742822404,0.2,0.754320886625844,0.661384825018992,364.678163034563
0.07,0.02,590.40842858361,0.2,0.751864349467376,0.660365348466517,389.885267679184
0.08,0.02,631.249046709412,0.2,0.74953318805774,0.659396526998326,416.24342907119
0.09,0.02,673.900336747949,0.2,0.747328575661335,0.658479071235535,443.749267847103
0.1,0.02,718.345552391666,0.2,0.745251635355468,0.657613659794419,472.393847705327
0.11,0.02,764.557921274755,0.2,0.743303437365925,0.656800937907809,502.162359778104
0.12,0.02,812.500150946038,0.2,0.741484996476665,0.656041516090643,533.033830850515
0.13,0.02,862.123988997904,0.2,0.739797269527267,0.655335968855888,564.980859603845
0.14,0.02,913.369845234371,0.2,0.73824115301167,0.654684833486971,597.969385039285
0.15,0.02,966.166483553797,0.2,0.736817480791546,0.654088608872763,631.958491167192
0.16,0.02,1020.43079090063,0.2,0.735527021937332,0.653547754410991,666.900251924938
0.17,0.02,1076.06763020359,0.2,0.734370478709486,0.65306268898574,702.73962011127
0.18,0.02,1132.96978366485,0.2,0.733348484691964,0.652633790024423,739.414363896342
0.19,0.02,1191.01799209805,0.2,0.732461603089199,0.652261392639297,776.855054184333
0.2,0.02,1250.08109523661,0.2,0.731710325197069,0.651945788858198,814.985105770752
0.21,0.02,1310.01627705434,0.2,0.73109506905737,0.651687226948774,853.720874851299
0.22,0.02,1370.66941916701,0.2,0.730616178304313,0.651485910839993,892.971815006544
0.23,0.02,1431.87556432839,0.2,0.730273921210391,0.651341999644226,932.640693311359
0.24,0.02,1493.45949091109,0.2,0.730068489937759,0.651255607282628,972.623867705306
0.25,0.02,1555.2363980887,0.2,0.73,0.651226802215991,1012.81162621722
0.26,0.02,1617.01270023107,0.2,0.730068489937759,0.651255607282628,1053.08858807271
0.27,0.02,1678.58692780911,0.2,0.730273921210391,0.651341999644226,1093.33416613584
0.28,0.02,1739.75073090397,0.2,0.730616178304313,0.651485910839993,1133.42308955752
0.29,0.02,1800.28998025017,0.2,0.73109506905737,0.651687226948774,1173.2259849329
0.3,0.02,1859.98595963626,0.2,0.731710325197069,0.651945788858198,1212.61001372023
0.31,0.02,1918.61664246189,0.2,0.732461603089199,0.652261392639297,1251.43956315312
0.32,0.02,1975.9580443211,0.2,0.733348484691964,0.652633790024423,1289.57698739453
0.33,0.02,2031.78564265974,0.2,0.734370478709486,0.65306268898574,1326.88339523799
0.34,0.02,2085.87585383839,0.2,0.735527021937332,0.653547754410991,1363.21948025619
0.35,0.02,2138.00755730844,0.2,0.736817480791546,0.654088608872763,1398.44638891933
0.36,0.02,2187.96365604976,0.2,0.73824115301167,0.654684833486971,1432.42662183648
0.37,0.02,2235.5326618765,0.2,0.739797269527267,0.655335968855888,1465.02496287982
0.38,0.02,2280.51029363035,0.2,0.741484996476665,0.656041516090643,1496.10943049357
0.39,0.02,2322.7010755669,0.200386815037493,0.743303437365925,0.656681988470005,1525.27596092469
0.4,0.02,2361.91992230978,0.20479650717739,0.745251635355468,0.656143199254735,1549.75769420783
0.41,0.02,2397.99369550607,0.20887202313216,0.747328575661335,0.655768459151488,1572.528630757
0.42,0.02,2430.76271568097,0.212590161296597,0.74953318805774,0.655564420866956,1593.52155197038
0.43,0.02,2460.08221070742,0.215929675436065,0.751864349467376,0.655536786794493,1612.67438765743
0.44,0.02,2485.8236797695,0.218871514090244,0.754320886625844,0.655690222719456,1629.93028222936
0.45,0.02,2507.87614877494,0.221399041260257,0.75690157880665,0.656028283294859,1645.23768459695
0.46,0.02,2526.14729001963,0.22349823355486,0.759605160593318,0.656553351246273,1658.55046900408
0.47,0.02,2540.56437579584,0.225157848722343,0.762430324685476,0.657266592190841,1669.82808952078
0.48,0.02,2551.07503295358,0.226369560351977,0.765375724726098,0.658167926820664,1679.03576560302
0.49,0.02,2557.64776366978,0.227128053557559,0.768439978137525,0.659256021986575,1686.1446903198
0.5,0.02,2560.27219744292,0.22743107672936,0.771621668954417,0.660528301905368,1691.1322469925
0.51,0.02,2558.95904124189,0.227279445033938,0.774919350642375,0.661980980285963,1693.98221463293
0.52,0.02,2553.73969940817,0.226676992319753,0.778331548891602,0.663609113618436,1694.68493833647
0.53,0.02,2544.66554284152,0.225630469495199,0.781856764375675,0.665406675196159,1693.2374383484
0.54,0.02,2531.8068184896,0.224149389296249,0.785493475466219,0.667366648661227,1689.64343151305
0.55,0.02,2515.25120520464,0.222245819619677,0.789240140895026,0.66948113900973,1683.913241756
0.56,0.02,2495.1020402282,0.219934130176867,0.793095202355934,0.671741498116064,1676.06358245534
0.57,0.02,2471.47626107026,0.217230699976623,0.797057087039567,0.674138460999791,1666.11720303542
0.58,0.02,2444.50212904776,0.214153595871989,0.801124210094789,0.676662288340871,1654.10240449559
0.59,0.02,2414.31682150354,0.210722234861095,0.80529497701153,0.679302910229577,1640.05244306358
0.6,0.02,2381.06399768694,0.206957044746187,0.809567785920364,0.682050065891069,1624.00485651323
0.61,0.02,2344.89145624785,0.202879138861598,0.813941029804985,0.684893434211376,1606.00076232251
0.62,0.02,2305.94900816911,0.2,0.818413098624405,0.68743446347803,1585.18881923843
0.63,0.02,2264.3866859815,0.2,0.822982381342395,0.689249580843246,1560.72757417978
0.64,0.02,2220.35339713363,0.2,0.827647267862342,0.691096688937359,1534.47888102987
0.65,0.02,2173.99610614749,0.2,0.83240615086627,0.692974742390838,1506.52439161624
0.66,0.02,2125.4595974264,0.2,0.837257427557379,0.694882694642235,1476.94509241286
0.67,0.02,2074.88683013493,0.2,0.842199501305955,0.696819499025312,1445.82160150884
0.68,0.02,2022.41985130962,0.2,0.847230783199005,0.698784109814306,1413.23485546817
0.69,0.02,1968.20118698418,0.2,0.852349693494401,0.700775483227127,1379.26713789704
0.7,0.02,1912.37558782843,0.2,0.857554662980734,0.702792578386447,1344.00337021324
0.71,0.02,1855.09196989069,0.2,0.862844134244418,0.704834358238812,1307.53255807188
0.72,0.02,1796.50536638963,0.2,0.86821656284593,0.706899790432038,1269.94926701086
0.73,0.02,1736.77869614974,0.2,0.873670418407308,0.708987848151334,1231.35499049828
0.74,0.02,1676.08415998004,0.2,0.879204185613331,0.711097510914651,1191.85927424528
0.75,0.02,1614.60409828734,0.2,0.884816365128946,0.713227765327911,1151.58047291077
0.76,0.02,1552.53118008814,0.2,0.890505474435727,0.71537760580083,1110.64603854259
0.77,0.02,1490.0678423838,0.2,0.896270048590267,0.717546035224145,1069.19227251749
0.78,0.02,1427.42495537366,0.2,0.902108640907513,0.7197320656091,1027.36351163306
0.79,0.02,1364.81974814877,0.2,0.908019823572151,0.721934718690123,985.310760942507
0.8,0.02,1302.47308599556,0.2,0.914002188181188,0.724153026491646,943.189827147599
0.81,0.02,1240.60623919172,0.2,0.920054346220918,0.726386031860068,901.159043187315
0.82,0.02,1179.43731997458,0.2,0.926174929481467,0.728632788961881,859.376703858805
0.83,0.02,1119.17758624956,0.2,0.932362590412121,0.730892363749003,817.998351468845
0.84,0.02,1060.02781617232,0.2,0.938616002420585,0.733163834392344,777.174058267441
0.85,0.02,1002.17494720789,0.2,0.944933860119321,0.735446291684685,737.045848543337
0.86,0.02,945.789148403115,0.2,0.951314879522022,0.73773883941389,697.745388673165
0.87,0.02,891.021458424749,0.2,0.957757798193259,0.740040594707518,659.392049989811
0.88,0.02,838.002078300457,0.2,0.964261375354214,0.742350688349839,622.09141966494
0.89,0.02,786.839361032148,0.2,0.97082439194738,0.744668265072297,585.934301870404
0.9,0.02,737.61949453019,0.2,0.977445650662992,0.74699248381839,550.996218331972
0.91,0.02,690.406833338711,0.2,0.984123975929862,0.749322517983971,517.337386790703
0.92,0.02,645.244801252154,0.2,0.990858213873206,0.751657555633912,485.003130094683
0.93,0.02,602.157262998985,0.2,0.997647232241938,0.753996799696055,454.02464921497
0.94,0.02,561.15024943706,0.2,1.00448992030781,0.756339468133381,424.42008120214
0.95,0.02,522.213916888571,0.2,1.01138518873869,0.758684794095256,396.195758008283
0.96,0.02,485.324626206765,0.2,1.01833196944808,0.761032026048617,369.347583573422
0.97,0.02,450.447039159619,0.2,1.02532921542303,0.763380427889933,343.862453495423
0.98,0.02,417.536146636369,0.2,1.03237590053236,0.765729279038728,319.719652536476
0.99,0.02,386.539162844998,0.2,1.03947101931704,0.768077874513457,296.892178614197
1,0.02,357.397240030275,0.2,1.04661358676448,0.770425524990469,275.347956280469
0,0.03,370.208144278558,0.2,0.762167960491649,0.664631348879261,246.051938297946
0.01,0.03,399.896782142242,0.2,0.758946638440411,0.663300471901461,265.251724306825
0.02,0.03,431.35766893594,0.2,0.755843899227876,0.662016133040091,285.565735946159
0.03,0.03,464.629155116221,0.2,0.752861208988748,0.660779230562904,307.017295614789
0.04,0.03,499.743626482843,0.2,0.75,0.659590639227495,329.626218041685
0.05,0.03,536.726818368773,0.2,0.747261667690776,0.658451208692262,353.408422292471
0.06,0.03,575.597131478663,0.2,0.744647567645259,0.65736176193431,378.375544513148
0.07,0.03,616.364956309474,0.2,0.742159012611179,0.656323093680222,404.534554961109
0.08,0.03,659.032013516498,0.2,0.739797269527267,0.655335968855888,431.887383084881
0.09,0.03,703.590717952427,0.2,0.737563556583431,0.654401121061743,460.430554596705
0.1,0.03,750.023574396177,0.2,0.735459040327876,0.653519251079956,490.154844631701
0.11,0.03,798.302613192027,0.2,0.73348483283569,0.652691025420206,521.044951199934
0.12,0.03,848.388874129366,0.2,0.731641988953614,0.651917074910747,553.079193209238
0.13,0.03,900.23194690064,0.2,0.729931503635786,0.651197993341463,586.229237363575
0.14,0.03,953.769576373288,0.2,0.728354309385206,0.650534336165585,620.459858220928
0.15,0.03,1008.92734069474,0.2,0.72691127381545,0.64992661926662,655.728735623394
0.16,0.03,1065.6184099142,0.2,0.725603197346869,0.64937531779688,691.98629358824
0.17,0.03,1123.74339234865,0.2,0.724430811050993,0.648880865093768,729.175584570598
0.18,0.03,1183.19027534354,0.2,0.723394774656273,0.648443651679703,767.232222775678
0.19,0.03,1243.83446638256,0.2,0.722495674727538,0.6480640243512,806.084369910609
0.2,0.03,1305.53893969082,0.2,0.721734023030645,0.647742285362235,845.652776424721
