"x","y","pop","dist_uc","dist_hf"
10.8,0,4.05222113052429,3.49857113690718,13.2764829680153
10.95,0,3.9276922278862,3.57805813256297,13.3567398716902
11.1,0,3.79748998283953,3.66196668472011,13.438191842655
11.25,0,3.66244172377038,3.75,13.52081728299
11.4,0,3.52338200299212,3.84187454245971,13.6045948120479
11.55,0,3.38114416164366,3.93732142452201,13.6895032780594
11.7,0,3.23655221955485,4.03608721412211,13.7755217687026
11.85,0,3.09041319671428,4.13793426724012,13.8626296206744
12,0,2.94350996141904,4.24264068711928,13.9508064283037
12.15,0,2.79659468724041,4.35,14.0400320512455
12.3,0,2.65038298694671,4.45982062419555,14.1302866212968
12.45,0,2.5055487768354,4.57192519623845,14.2215505483755
12.6,0,2.36271990989734,4.68614980554399,14.3138045257018
12.75,0,2.22247460120892,4.80234317807464,14.4070295342239
12.9,0,2.08533865425354,4.92036584005702,14.5012068463283
13.05,0,1.95178348281245,5.04008928492343,14.5963180288729
13.2,0,1.82222490990934,5.16139516022558,14.6923449455831
13.35,0,1.69702271327542,5.28417448614256,14.7892697588488
13.5,0,1.57648087611479,5.40832691319598,14.8870749309594
13.65,0,1.46084849274165,5.53376002370902,14.985743224812
13.8,0,1.35032127103491,5.66038867923396,15.0852577041296
13.95,0,1.2450435676696,5.78813441447242,15.1856017332208
14.1,0,1.14511088775381,5.91692487699481,15.2867589763167
14.25,0,1.05057277779789,6.04669331122391,15.3887133965124
14.4,0,0.96143603980728,6.1773780845922,15.4914492543467
14.55,0,0.877668194624805,6.30892225344393,15.5949511060471
14.7,0,0.799201124330138,6.44127316607517,15.6992038014671
14.85,0,0.725934826386609,6.57438210024334,15.8041924817436
15,0,0.657741216147438,6.70820393249937,15.9099025766973
0,0.15,0.0587211008291958,9.44047138653574,11.7163347511071
0.15,0.15,0.0681391606639858,9.29758033038704,11.669190203266
0.3,0.15,0.078870334667159,9.15491671180028,11.6237902596356
0.45,0.15,0.0910636183090376,9.01249133147988,11.5801554393713
0.6,0.15,0.104879458926862,8.87031566518351,11.5383057681793
0.75,0.15,0.120489802534209,8.72840191558569,11.4982607380421
0.9,0.15,0.138077993696687,8.58676306881703,11.4600392669484
1.05,0.15,0.157838507821737,8.44541295615555,11.4236596587959
1.2,0.15,0.179976495249446,8.30436632139985,11.3891395636369
1.35,0.15,0.204707117016736,8.16363889451267,11.3564959384486
1.5,0.15,0.232254653153128,8.0232474721898,11.3257450086076
1.65,0.15,0.262851365901041,7.88321000608255,11.2969022302576
1.8,0.15,0.296736102378064,7.74354569948418,11.2699822537571
1.95,0.15,0.334152623943734,7.60427511338195,11.2449988883948
2.1,0.15,0.375347652917685,7.46542028287758,11.2219650685609
2.25,0.15,0.420568631323743,7.32700484509189,11.2008928215567
2.4,0.15,0.470061190993268,7.18905417979306,11.1817932372227
2.55,0.15,0.524066339620277,7.05159556412589,11.164676439557
2.7,0.15,0.582817373170086,6.91465834296967,11.1495515604889
2.85,0.15,0.646536531331578,6.778274116617,11.1364267159624
3,0.15,0.715431419378325,6.64247694764536,11.1253089844732
3.15,0.15,0.789691226752534,6.50730358904516,11.1162043881893
3.3,0.15,0.869482779774816,6.3727937358744,11.1091178767713
3.45,0.15,0.954946472959943,6.23899030292563,11.104053313993
3.6,0.15,1.04619213031598,6.10593973111429,11.101013467247
3.75,0.15,1.14329485453994,5.97369232552196,11.1
3.9,0.15,1.24629092800656,5.84230262824513,11.101013467247
4.05,0.15,1.35517383468268,5.71182982939793,11.104053313993
4.2,0.15,1.46989047639222,5.58233821977852,11.1091178767713
4.35,0.15,1.59033766001754,5.45389768880935,11.1162043881893
4.5,0.15,1.71635893407341,5.32658427136941,11.1253089844732
4.65,0.15,1.84774185347218,5.20048074700791,11.1364267159624
4.8,0.15,1.98421575007682,5.07567729470659,11.1495515604889
4.95,0.15,2.12545008370806,4.95227220576575,11.164676439557
5.1,0.15,2.27105344356391,4.83037265643139,11.1817932372227
5.25,0.15,2.42057326349544,4.71009554043227,11.2008928215567
5.4,0.15,2.57349630627778,4.59156835950419,11.2219650685609
5.55,0.15,2.72924996198334,4.47493016705289,11.2449988883948
5.7,0.15,2.88720439391701,4.36033255612459,11.2699822537571
5.85,0.15,3.04667555247263,4.24794067755189,11.2969022302576
6,0.15,3.20692906292483,4.13793426724012,11.3257450086076
6.15,0.15,3.3671849778358,4.03050865276332,11.3564959384486
6.3,0.15,3.52662336872732,3.92587569849072,11.3891395636369
6.45,0.15,3.68439071527485,3.82426463519459,11.4236596587959
6.6,0.15,3.83960703387977,3.72592270451227,11.4600392669484
6.75,0.15,3.99137367144511,3.63111553107306,11.4982607380421
6.9,0.15,4.13878167490455,3.54012711636178,11.5383057681793
7.05,0.15,4.28092063291899,3.4532593299664,11.5801554393713
7.2,0.15,4.41688787353306,3.37083075813664,11.6237902596356
7.35,0.15,4.54579789082482,3.29317476001502,11.669190203266
7.5,0.15,4.6667918650033,3.22063658303758,11.7163347511071
7.65,0.15,4.77904713428258,3.1535694062443,11.7652029306765
7.8,0.15,4.88178647340902,3.09232921921325,11.8157733559848
7.95,0.15,4.97428703309895,3.03726850969749,11.8680242669115
8.1,0.15,5.05588879695131,2.98872882677569,11.9219335680082
8.25,0.15,5.12600241765417,2.94703240565828,11.9774788666063
8.4,0.15,5.18411630245401,2.91247317584214,12.0346375101205
8.55,0.15,5.22980282877595,2.8853076092507,12.0933866224478
8.7,0.15,5.26272358437331,2.86574597618142,12.1537031393728
8.85,0.15,5.28263354218087,2.85394463856607,12.2155638429014
9,0.15,5.28938409781973,2.85,12.2789453944547
9.15,0.15,5.28292491707325,2.85394463856607,12.3438243668646
9.3,0.15,5.26330456119882,2.86574597618142,12.4101772751238
9.45,0.15,5.23066987920359,2.8853076092507,12.4779806058513
9.6,0.15,5.18526417771878,2.91247317584214,12.5472108454429
9.75,0.15,5.12742420037476,2.94703240565828,12.6178445068879
9.9,0.15,5.05757596913187,2.98872882677569,12.6898581552356
10.05,0.15,4.97622955940527,3.03726850969749,12.7632284317096
10.2,0.15,4.88397289861059,3.09232921921325,12.8379320764678
10.35,0.15,4.78146469357143,3.1535694062443,12.9139459500185
10.5,0.15,4.66942660574098,3.22063658303758,12.9912470533048
10.65,0.15,4.54863480413311,3.29317476001502,13.0698125464752
10.8,0.15,4.41991103403357,3.37083075813663,13.1496197663659
10.95,0.15,4.28411334484389,3.4532593299664,13.23064624272
11.1,0.15,4.14212662274555,3.54012711636178,13.312869713176
11.25,0.15,3.99485307328171,3.63111553107306,13.3962681370597
11.4,0.15,3.84320279553018,3.72592270451227,13.4808197080148
11.55,0.15,3.68808458344363,3.82426463519459,13.566502865514
11.7,0.15,3.53039708138138,3.92587569849072,13.6532963052883
11.85,0.15,3.37102041012386,4.03050865276332,13.7411789887185
12,0.15,3.21080836706203,4.13793426724012,13.8301301512314
12.15,0.15,3.05058129014024,4.24794067755189,13.9201293097442
12.3,0.15,2.89111965987387,4.36033255612459,14.0111562692021
12.45,0.15,2.73315849774762,4.47493016705289,14.1031911282518
12.6,0.15,2.57738260291232,4.59156835950419,14.196214284097
12.75,0.15,2.42442265271335,4.71009554043227,14.2902064365775
12.9,0.15,2.27485217656014,4.83037265643139,14.3851485915162
13.05,0.15,2.12918539731381,4.95227220576575,14.4810220633766
13.2,0.15,1.98787592002365,5.07567729470659,14.5778084772712
13.35,0.15,1.85131623473805,5.20048074700791,14.675489770362
13.5,0.15,1.719837988461,5.32658427136941,14.7740481926925
13.65,0.15,1.59371297128275,5.45389768880935,14.8734663074886
13.8,0.15,1.47315475339585,5.58233821977852,14.9737269909665
13.95,0.15,1.35832090317831,5.71182982939793,15.0748134316813
14.1,0.15,1.24931571180134,5.84230262824514,15.1767091294523
14.25,0.15,1.14619334687018,5.97369232552196,15.2793978938962
14.4,0.15,1.0489613563665,6.10593973111428,15.382863842601
14.55,0.15,0.957584444522898,6.23899030292563,15.4870913989684
14.7,0.15,0.871988443091806,6.3727937358744,15.5920652897556
14.85,0.15,0.79206440461171,6.50730358904516,15.6977705423414
15,0.15,0.717672748548255,6.64247694764536,15.8041924817436
0,0.3,0.0637542877337165,9.39627585801949,11.5743250343163
0.15,0.3,0.0739796444166163,9.25270230797468,11.5265996720629
0.3,0.3,0.0856306821041933,9.10933587041339,11.4806358708915
0.45,0.3,0.098869170882507,8.96618648032707,11.4364548702821
0.6,0.3,0.113869314971908,8.82326470191165,11.3940774088998
0.75,0.3,0.130817803645022,8.68058177773817,11.3535236820998
0.9,0.3,0.149913702625064,8.53814968245463,11.3148132993877
1.05,0.3,0.17136816354193,8.39598118149392,11.2779652420106
1.2,0.3,0.195403929065746,8.25408989531856,11.2429978208661
1.35,0.3,0.222254611864368,8.11249036979398,11.20992863492
1.5,0.3,0.25216372660141,7.97119815335185,11.178774530332
1.65,0.3,0.285383455857375,7.83022988168291,11.1495515604889
1.8,0.3,0.322173133162716,7.68960337078578,11.12227494715
1.95,0.3,0.362797429311712,7.54933771929697,11.096959042909
2.1,0.3,0.407524231800053,7.40945342113708,11.073617295175
2.25,0.3,0.456622211601628,7.26997248963158,11.0522622118732
2.4,0.3,0.510358076557634,7.13091859440283,11.03290532906
2.55,0.3,0.568993516360787,6.992317212484,11.0155571806423
2.7,0.3,0.632781850424154,6.85419579527752,11.0002272703795
2.85,0.3,0.701964396751179,6.71658395317143,10.986924046338
3,0.3,0.776766587170397,6.57951365983839,10.975654877956
3.15,0.3,0.857393861842474,6.44301947847436,10.9664260358605
3.3,0.3,0.944027383643621,6.30713881248859,10.9592426745647
3.45,0.3,1.03681962071314,6.17191218343229,10.9541088181559
3.6,0.3,1.13588985294122,6.03738353924943,10.9510273490664
3.75,0.3,1.24131966526921,5.90360059624633,10.95
3.9,0.3,1.35314849717102,5.7706152185014,10.9510273490664
4.05,0.3,1.47136932336949,5.63848383876375,10.9541088181559
4.2,0.3,1.59592454550238,5.50726792520575,10.9592426745647
4.35,0.3,1.72670217788492,5.37703449868048,10.9664260358605
4.5,0.3,1.86353241252595,5.24785670536077,10.975654877956
4.65,0.3,2.00618464897056,5.1198144497628,10.986924046338
4.8,0.3,2.15436507321662,4.99299509312797,11.0002272703795
4.95,0.3,2.30771486677232,4.86749422187639,11.0155571806423
5.1,0.3,2.46580912181164,4.74341649025257,11.03290532906
5.25,0.3,2.62815653131334,4.62087654022481,11.0522622118732
5.4,0.3,2.79419991405398,4.5,11.073617295175
5.55,0.3,2.96331762343519,4.38092455995307,11.096959042909
5.7,0.3,3.13482587648161,4.26380112106557,11.12227494715
5.85,0.3,3.30798202512387,4.1487950057818,11.1495515604889
6,0.3,3.48198877630831,4.03608721412211,11.178774530332
6.15,0.3,3.65599935082716,3.92587569849072,11.20992863492
6.3,0.3,3.82912355336167,3.81837661840736,11.2429978208661
6.45,0.3,4.00043470843243,3.71382552094198,11.2779652420106
6.6,0.3,4.1689773991464,3.61247837363769,11.3148132993877
6.75,0.3,4.33377592822532,3.51461235415799,11.3535236820998
6.9,0.3,4.49384340421595,3.42052627529741,11.3940774088998
7.05,0.3,4.64819134043548,3.33054049667618,11.4364548702821
7.2,0.3,4.79583964050115,3.24499614791759,11.4806358708915
7.35,0.3,4.9358268326111,3.16425346645935,11.5265996720629
7.5,0.3,5.06722040542824,3.0886890422961,11.5743250343163
7.65,0.3,5.18912709176648,3.01869176962472,11.6237902596356
7.8,0.3,5.30070294252846,2.95465734053883,11.674973233374
7.95,0.3,5.40116303266936,2.8969811873742,11.7278514656351
8.1,0.3,5.48979064346336,2.84604989415154,11.7824021319933
8.25,0.3,5.56594577105128,2.80223125384041,11.8386021134254
8.4,0.3,5.62907282009298,2.76586333718787,11.896428035339
8.55,0.3,5.67870735320001,2.7372431386342,11.9558563055935
8.7,0.3,5.71448178146686,2.71661554144123,12.0168631514218
8.85,0.3,5.73612989856521,2.70416345659799,12.0794246551729
9,0.3,5.74349018015944,2.7,12.1435167888055
9.15,0.3,5.7365077914296,2.70416345659799,12.2091154470748
9.3,0.3,5.71523526779145,2.71661554144123,12.2761964793661
9.45,0.3,5.67983185698618,2.7372431386342,12.3447357201359
9.6,0.3,5.63056153405947,2.76586333718787,12.4147090179351
9.75,0.3,5.56778972383816,2.80223125384041,12.4860922629941
9.9,0.3,5.49197878782552,2.84604989415154,12.5588614133607
10.05,0.3,5.40368235347993,2.8969811873742,12.6329925195893
10.2,0.3,5.30353858315436,2.95465734053883,12.7084617479851
10.35,0.3,5.1922624971442,3.01869176962472,12.785245402416
10.5,0.3,5.07063747996119,3.0886890422961,12.863319944711
10.65,0.3,4.93950611083354,3.16425346645935,12.9426620136663
10.8,0.3,4.79976046831071,3.24499614791759,13.0232484426889
10.95,0.3,4.65233206458853,3.33054049667618,13.1050562761096
11.1,0.3,4.49818156770884,3.42052627529741,13.1880627842
11.25,0.3,4.33828846915036,3.51461235415799,13.2722454769342
11.4,0.3,4.17364085061483,3.61247837363769,13.3575821165359
11.55,0.3,4.0052253971962,3.71382552094198,13.444050728854
11.7,0.3,3.83401779484064,3.81837661840736,13.5316296136127
11.85,0.3,3.66097363835639,3.92587569849072,13.6202973535823
12,0.3,3.48701996255861,4.03608721412211,13.7100328227178
12.15,0.3,3.31304749381505,4.1487950057818,13.8008151933138
12.3,0.3,3.13990370269776,4.26380112106557,13.892623942222
12.45,0.3,2.96838672106208,4.38092455995307,13.9854388561818
12.6,0.3,2.7992401690844,4.5,14.0792400363088
12.75,0.3,2.63314892000471,4.62087654022481,14.1740079017898
12.9,0.3,2.47073581292503,4.74341649025257,14.2697231928303
13.05,0.3,2.3125593073701,4.86749422187639,14.3663669728989
13.2,0.3,2.15911205774231,4.99299509312797,14.4639206303132
13.35,0.3,2.01082037157482,5.1198144497628,14.5623658792107
13.5,0.3,1.86804450283371,5.24785670536077,14.6616847599449
13.65,0.3,1.73107972061598,5.37703449868048,14.7618596389479
13.8,0.3,1.60015808455894,5.50726792520575,14.8628732080981
13.95,0.3,1.47545085118562,5.63848383876375,14.9647084836291
14.1,0.3,1.35707143027948,5.7706152185014,15.0673488046172
14.25,0.3,1.24507880717763,5.90360059624633,15.1707778310804
14.4,0.3,1.13948134552228,6.03738353924943,15.2749795417212
14.55,0.3,1.04024088540028,6.17191218343229,15.3799382313454
14.7,0.3,0.947277053785867,6.30713881248859,15.4856385079854
14.85,0.3,0.860471707608447,6.44301947847436,15.5920652897556
15,0.3,0.779673434404415,6.57951365983839,15.6992038014671
0,0.45,0.0689121317406971,9.35427709660132,11.4325194073747
0.15,0.45,0.079964794429303,9.21004885980525,11.3841995766062
0.3,0.45,0.0925584982252989,9.06600794175694,11.3376584884181
0.45,0.45,0.106868105505858,8.92216341477783,11.2929181348312
0.6,0.45,0.123081919616808,8.77852493303972,11.25
0.75,0.45,0.141401740034409,8.63510277877455,11.2089250153616
0.9,0.45,0.162042745112657,8.4919079128309,11.1697135146789
1.05,0.45,0.185233178179269,8.34895203004545,11.1323851891677
1.2,0.45,0.211213812788877,8.20624761995396,11.096959042909
1.35,0.45,0.240237173511103,8.06380803342937,11.0634533487515
1.5,0.45,0.272566489787469,7.92164755590654,11.0318856049181
1.65,0.45,0.308474362191517,7.77978148793396,11.0022724925353
1.8,0.45,0.348241122918907,7.63822623388441,10.9746298343042
1.95,0.45,0.392152875554983,7.49699939975988,10.9489725545368
2.1,0.45,0.440499203138049,7.35611990114354,10.9253146407781
2.25,0.45,0.49357053826245,7.21560808248342,10.9036691072317
2.4,0.45,0.551655194431895,7.07548584904245,10.884047960203
2.55,0.45,0.615036064044487,6.93577681301813,10.8664621657649
2.7,0.45,0.68398699520748,6.79650645552552,10.8509216198441
2.85,0.45,0.758768866958656,6.65770230635164,10.8374351209131
3,0.45,0.839625390304085,6.51939414363022,10.8260103454597
3.15,0.45,0.926778670636147,6.38161421585479,10.816653826392
3.3,0.45,1.02042457541453,6.24439748894959,10.8093709345179
3.45,0.45,1.1207279592981,6.1077819214507,10.8041658632215
3.6,0.45,1.22781780700979,5.97180877121832,10.8010416164368
3.75,0.45,1.34178236188675,5.83652293750312,10.8
3.9,0.45,1.46266431509067,5.70197334262446,10.8010416164368
4.05,0.45,1.59045613659826,5.56821335798118,10.8041658632215
4.2,0.45,1.72509563413093,5.43530127959803,10.8093709345179
4.35,0.45,1.86646182989312,5.30330085889911,10.816653826392
4.5,0.45,2.01437124716256,5.17228189487,10.8260103454597
4.65,0.45,2.1685746992267,5.04232089419148,10.8374351209131
4.8,0.45,2.32875467172791,4.91350180624776,10.8509216198441
4.95,0.45,2.49452338604428,4.78591684006315,10.8664621657649
5.1,0.45,2.66542162581109,4.65966737010272,10.884047960203
5.25,0.45,2.84091840104615,4.53486493734929,10.9036691072317
5.4,0.45,3.02041151460033,4.41163235095582,10.9253146407781
5.55,0.45,3.20322908388485,4.29010489382253,10.9489725545368
5.7,0.45,3.38863205716267,4.17043163233735,10.9746298343042
5.85,0.45,3.57581774832077,4.05277682583189,11.0022724925353
6,0.45,3.76392439720928,3.93732142452201,11.0318856049181
6.15,0.45,3.95203674464103,3.82426463519459,11.0634533487515
6.3,0.45,4.13919259233729,3.71382552094198,11.096959042909
6.45,0.45,4.32439029886922,3.60624458405139,11.1323851891677
6.6,0.45,4.50659714340019,3.50178525897863,11.1697135146789
6.75,0.45,4.68475847022236,3.40073521462639,11.2089250153616
6.9,0.45,4.85780750915526,3.30340733183179,11.25
7.05,0.45,5.02467575028526,3.2101401838549,11.2929181348312
7.2,0.45,5.18430373671162,3.12129780700272,11.3376584884181
7.35,0.45,5.33565212633623,3.03726850969749,11.3841995766062
7.5,0.45,5.47771286366423,2.9584624384974,11.4325194073747
7.65,0.45,5.60952029538956,2.8853076092507,11.4825955254028
7.8,0.45,5.73016205948346,2.81824413420839,11.5344050561787
7.95,0.45,5.83878957677189,2.75771644662754,11.5879247494968
8.1,0.45,5.93462797668833,2.70416345659799,11.643131022195
8.25,0.45,6.01698529504814,2.6580067720004,11.7
8.4,0.45,6.08526079124685,2.61963737948595,11.7585075583596
8.55,0.45,6.13895224509091,2.58940147524481,11.8186293621553
8.7,0.45,6.17766210929252,2.56758641529355,11.8803409041997
8.85,0.45,6.20110241218856,2.55440795488896,11.9436175424366
9,0.45,6.20909832609364,2.55,12.0084345357753
9.15,0.45,6.20159033942218,2.55440795488896,12.0747670784989
9.3,0.45,6.17863499481797,2.56758641529355,12.1425903332032
9.45,0.45,6.14040418047602,2.58940147524481,12.2118794622286
9.6,0.45,6.08718298707478,2.61963737948595,12.2826096575606
9.75,0.45,6.01936616768963,2.6580067720004,12.3547561691844
9.9,0.45,5.93745326217534,2.70416345659799,12.4282943318864
10.05,0.45,5.84204247024927,2.75771644662754,12.5031995905048
10.2,0.45,5.73382337838238,2.81824413420839,12.5794475236395
10.35,0.45,5.6135686641639,2.8853076092507,12.6570138658374
10.5,0.45,5.48212491766435,2.9584624384974,12.7358745282764
10.65,0.45,5.34040273216654,3.03726850969749,12.8160056179763
10.8,0.45,5.18936622623418,3.12129780700272,12.8973834555696
10.95,0.45,5.03002216529219,3.2101401838549,12.9799845916704
11.1,0.45,4.86340885364079,3.30340733183179,13.0637858218818
11.25,0.45,4.69058496714152,3.40073521462639,13.1487642004867
11.4,0.45,4.51261849280504,3.50178525897863,13.2348970528675
11.55,0.45,4.3305759343651,3.60624458405139,13.3221619867047
11.7,0.45,4.14551193289779,3.71382552094198,13.4105369020036
11.85,0.45,3.95845943896006,3.82426463519459,13.5
12,0.45,3.77042055794744,3.93732142452201,13.5905297909978
12.15,0.45,3.58235817381781,4.05277682583189,13.6821051011897
12.3,0.45,3.39518843843325,4.17043163233735,13.7747050785126
12.45,0.45,3.20977419498648,4.29010489382253,13.8683091975915
12.6,0.45,3.02691938475447,4.41163235095582,13.9628972638203
12.75,0.45,2.84736446720076,4.53486493734929,14.058449416632
12.9,0.45,2.67178286464951,4.65966737010272,14.1549461320063
13.05,0.45,2.50077842476533,4.78591684006315,14.2523682242636
13.2,0.45,2.33488387724027,4.91350180624776,14.3506968471918
13.35,0.45,2.17456024571118,5.04232089419148,14.4499134945508
13.5,0.45,2.02019716225382,5.17228189487,14.55
13.65,0.45,1.8721140200134,5.30330085889911,14.6509385364897
13.8,0.45,1.73056188976775,5.43530127959803,14.7527116151574
13.95,0.45,1.59572611855272,5.56821335798118,14.8553020837679
14.1,0.45,1.46772952292982,5.70197334262447,14.9586931247352
14.25,0.45,1.34663608601011,5.83652293750312,15.0628682527598
14.4,0.45,1.23245506588537,5.97180877121831,15.1678113121175
14.55,0.45,1.12514542353558,6.1077819214507,15.2735064736294
14.7,0.45,1.02462048042321,6.24439748894959,15.3799382313454
14.85,0.45,0.930752719662659,6.38161421585479,15.4870913989684
15,0.45,0.843378649661051,6.51939414363022,15.5949511060471
0,0.6,0.0741571953174645,9.31450481775602,11.2909255599353
0.15,0.6,0.0860511728010466,9.16965102934675,11.241997153531
0.3,0.6,0.0996035090598802,9.02496537389479,11.1948648942272
0.45,0.6,0.115002381801754,8.88045606936941,11.1495515604889
0.6,0.6,0.132450433869535,8.73613186713662,11.1060794162477
0.75,0.6,0.152164832761379,8.59200209497181,11.064470163546
0.9,0.6,0.174377144627293,8.44807670419723,11.0247448950078
1.05,0.6,0.199332996660115,8.30436632139985,10.986924046338
1.2,0.6,0.227291501847494,8.16088230524127,10.9510273490664
1.35,0.6,0.258524420663509,8.01763680893566,10.9170737837573
1.5,0.6,0.293315035522395,7.87464284904401,10.885081533916
1.65,0.6,0.331956715753839,7.73191438131592,10.8550679408284
1.8,0.6,0.374751153540825,7.58946638440411,10.8270494595712
1.95,0.6,0.422006254726317,7.44731495238385,10.8010416164368
2.1,0.6,0.474033672667421,7.30547739713155,10.7770589680116
2.25,0.6,0.531145978400594,7.16397236175573,10.755115062146
2.4,0.6,0.593653466263214,7.02281994643177,10.7352224010497
2.55,0.6,0.661860600756924,6.88204184817268,10.7173924067378
2.7,0.6,0.736062117772922,6.74166151627327,10.7016353890422
2.85,0.6,0.816538801239301,6.60170432539962,10.6879605163941
3,0.6,0.903552964679085,6.4621977685614,10.6763757895645
3.15,0.6,0.997343675941916,6.3231716725074,10.6668880185366
3.3,0.6,1.09812177232407,6.18465843842649,10.6595028026639
3.45,0.6,1.20606472222858,6.04669331122391,10.6542245142479
3.6,0.6,1.32131139822753,5.90931468107766,10.651056285646
3.75,0.6,1.44395683464268,5.77256442146816,10.65
3.9,0.6,1.57404705031813,5.63648826841678,10.651056285646
4.05,0.6,1.71157402387201,5.50113624626767,10.6542245142479
4.2,0.6,1.85647091413765,5.3665631459995,10.6595028026639
4.35,0.6,2.00860762249863,5.23282906275372,10.6668880185366
4.5,0.6,2.16778679616275,5.1,10.6763757895645
4.65,0.6,2.33374037190648,4.96814854850376,10.6879605163941
4.8,0.6,2.50612675828327,4.83735464897913,10.7016353890422
4.95,0.6,2.68452875059333,4.70770644794256,10.7173924067378
5.1,0.6,2.86845226697306,4.57930125674212,10.7352224010497
5.25,0.6,3.05732598574117,4.45224662389675,10.755115062146
5.4,0.6,3.2505019536577,4.32666153055679,10.7770589680116
5.55,0.6,3.44725722208947,4.20267771783657,10.8010416164368
5.7,0.6,3.64679655337369,4.08044115262063,10.8270494595712
5.85,0.6,3.84825622313402,3.96011363473323,10.8550679408284
6,0.6,4.05070892619391,3.84187454245971,10.885081533916
6.15,0.6,4.2531697743729,3.72592270451227,10.9170737837573
6.3,0.6,4.45460335421411,3.61247837363769,10.9510273490664
6.45,0.6,4.65393179199328,3.50178525897863,10.986924046338
6.6,0.6,4.85004375265144,3.39411254969543,11.0247448950078
